id,isbn,title,isbn13,asin,kindle_asin,marketplace_id,country_code,publication_date,publisher,language_code,is_ebook,books_count,best_book_id,reviews_count,ratings_sum,ratings_count,text_reviews_count,original_publication_date,original_title,media_type,num_ratings_5,num_ratings_4,num_ratings_3,num_ratings_2,num_ratings_1,average_rating,num_pages,format,edition_information,ratings_count_global,text_reviews_count_global,authors,illustrator,contributor,editor,translator,narrator,to_read,read,currently_reading,genres
6485501,0153249625,Trophies - Reading and Language Skills Assessment: Including Mid-Year and End-of-Year Tests (Grade 2),9780153249624,,,,ES,2001/1/28,,,false,1,6485501,0,0,0,0,2001/1/1,Trophies - Reading and Language Skills Assessment: Including Mid-Year and End-of-Year Tests (Grade 2),,0,0,0,0,0,0.00,,Paperback,,0,0,"Harcourt School Publishers,Roger C. Farr",,,,,,,0,,
6486501,0981603300,Honor Yourself: The Inner Art of Giving and Receiving,9780981603308,,,,ES,2009/4/1,Three Wings Press,,false,9,6486501,167,284,70,10,2009/4/1,Honor Yourself: The Inner Art of Giving and Receiving,book,24,30,14,0,2,4.06,228,Paperback,,62,8,Patricia R. Spadaro,,,,,,61,3,13,"non-fiction,psychology,self-help"
6487001,,Po zachodzie słońca,9788373598324,,,,ES,2009/5/6,Albatros,pol,false,88,2906039,82959,166529,43067,2374,2008/11/11,Just After Sunset,book,11527,17189,11847,2093,411,3.87,480,Paperback,,56,2,Stephen King,,,,Andrzej Szulc,,30059,76,1367,"adult,adult-fiction,american,anthologies,collections,contemporary,criticism,fantasy,fiction,horror,mystery,paranormal,short-stories,supernatural,suspense,thriller"
6487501,1860632629,Global Emirates: An Anthology Of Tolerance And Enterprise,9781860632624,,,,ES,,,,false,1,6487501,1,3,1,0,2009/1/1,Global Emirates - An Anthology of Tolerance and Enterprise,,0,0,1,0,0,3.00,,,,1,0,Pranay Gupte,Vardana Sehgal,,,,,,0,,
6488001,,"Conceiving the City: London, Literature, and Art 1870-1914",,B001D25YOG,,,ES,,,,true,5,3349130,19,17,4,2,2007/9/20,"Conceiving the City: London, Literature, and Art 1870-1914",,2,1,1,0,0,4.25,,,,0,0,Nicholas Freeman,,,,,,12,2,1,non-fiction
6488501,,Practice Makes Perfect,,B001SCK702,,,ES,2009/3/3,Berkley,eng,true,31,5082599,49395,108148,27150,1561,2009/3/3,Practice Makes Perfect,book,9217,10457,5745,1269,462,3.98,,,,846,69,Julie James,,,,,,4980,231,216,"adult,adult-fiction,chick-lit,comedy,contemporary,erotica,fiction,funny,humor,love,new-adult,realistic-fiction,romance"
6489001,1597974234,Cyberpower and National Security,9781597974233,,,,ES,2009/4/1,Potomac Books,,false,3,6489001,197,238,66,4,2009/3/31,Cyberpower and National Security (National Defense University),,12,24,24,4,2,3.61,664,Paperback,,57,4,"Larry K. Wentz,Stuart H. Starr",,,Franklin D. Kramer,,,103,2,7,"academic,non-fiction,politics,school,textbooks,war"
6489501,034524348X,THE GOLDEN GEYSER,9780345243485,,,,ES,1974/12/12,Ballantine Books,,false,2,13386091,2,0,0,0,1961/1/1,,book,0,0,0,0,0,0.00,0,Mass Market Paperback,,0,0,Wyatt Blassingame,,,,,,,0,,
6490001,0744708502,"Tin House: The Sex Issue (Spring, 2003)",,,,,ES,,McCormack Communications,,false,1,6490001,8,8,2,0,,"Tin House: The Sex Issue (Spring, 2003)",book,1,0,1,0,0,4.00,,,,2,0,"Denis Johnson,Elissa Schappell,Mario Vargas Llosa,Michael Lowenthal,Tin House Books",,,,,,6,0,,
6491001,0714849502,"Ice Cream, 10 Curators, 100 Contemporary Artists, 10 Source Artists",9780714849508,,,,ES,2009/4/4,Phaidon Press,,false,1,6491001,35,56,13,1,2009/4/4,"Ice Cream, 10 Curators, 100 Contemporary Artists, 10 Source Artists",,5,7,1,0,0,4.31,448,Paperback,,13,1,Ten Curators,,,Phaidon Press,,,14,0,,"academic,art,non-fiction"
6491501,1578297834,The Firing Squad,9781578297832,,,,ES,,,,false,1,6491501,0,0,0,0,,The Firing Squad,,0,0,0,0,0,0.00,,,,0,0,Tim Story,,,,,,,0,,
6492001,,Koeratapja (Eesti lugu; #40),9789949452118,,,,ES,2009/6/20,Eesti Päevaleht,est,false,1,6492001,13,15,4,2,1988/1/1,Koeratapja,book,0,3,1,0,0,3.75,318,Hardcover,Eesti Päevaleht: Eesti lugu,4,2,Enn Nõu,,,,,,8,0,,
6492501,0691102201,"""Paradise Lost"" and the Rhetoric of Literary Forms",9780691102207,,,,ES,1987/1/21,Princeton University Press,,false,6,6492501,11,15,4,0,1985/1/1,Paradise Lost and the Rhetoric of Literary Forms,,0,3,1,0,0,3.75,391,Paperback,,4,0,Barbara Kiefer Lewalski,,,,,,3,0,,
6493501,0765310708,"George Washington: First in War, First in Peace",9780765310705,,,,ES,2009/1/6,Forge Books,,false,5,1763673,77,163,45,5,2005/11/1,"George Washington: First in War, First in Peace (American Heroes)",,8,16,17,4,0,3.62,240,Paperback,,0,0,"Crutchfield James Van,James A. Crutchfield",,,,,,,2,1,"biography,historical,history"
6494001,0769223001,Elementary Band Method: B-Flat Clarinet,9780769223001,,,,ES,1985/3/1,Alfred Music,,false,1,6494001,0,0,0,0,1985/3/1,Elementary Band Method,,0,0,0,0,0,0.00,36,Paperback,,0,0,"HAL,Hal Freese",,,,,,,0,,
6494501,1844352455,Dark Shadows: The Christmas Presence,9781844352456,,,,ES,2006/9/1,,eng,false,1,6494501,45,97,25,4,2006/9/1,Dark Shadows: The Christmas Presence,book,8,7,9,1,0,3.88,,Audiobook,,25,4,Scott Handcock,,,,,,18,1,,"fantasy,horror,science-fiction-fantasy,vampires"
6495001,1861610173,Joyful Harvest,9781861610171,,,,ES,,,,false,1,6495001,1,0,0,1,1996/1/1,Joyful Harvest,,0,0,0,0,0,0.00,,,,0,1,Chris Walton,,,,,,1,0,,poetry
6495501,,The Thunder Bird,,B000JMLLCA,,,ES,,,,true,48,2651830,23,35,9,2,1919/1/1,The Thunder Bird,book,2,4,3,0,0,3.89,,,,0,0,B.M. Bower,,,,,,10,1,1,historical-fiction
6496001,0199292434,Modality (Paperback),9780199292431,,,,ES,2009/3/1,OUP Oxford,,false,6,6495977,29,19,5,2,2009/1/22,Modality (Oxford Surveys in Semantics and Pragmatics),,1,2,2,0,0,3.80,288,Paperback,,3,1,Paul Portner,,,,,,17,1,2,"language,philosophy"
6496501,0521115094,Gentlemen of a Company: English Players in Central and Eastern Europe 1590 1660,9780521115094,,,,ES,2009/2/28,Cambridge University Press,,false,2,6496501,3,3,1,0,1985/8/30,Gentlemen of a Company: English Players in Central and Eastern Europe 15901660,,0,0,1,0,0,3.00,204,Paperback,,1,0,Jerzy Limon,,,,,,1,0,,non-fiction
6497001,0500514534,Lost Languages: The Enigma of the World's Undeciphered Scripts,9780500514535,,,,ES,2009/1/1,Thames & Hudson,en-GB,false,8,423481,1664,1470,361,49,2002/1/1,Lost Languages: The Enigma of the World's Undeciphered Scripts,book,138,132,73,15,3,4.07,352,Hardcover,,14,4,Andrew Robinson,,,,,,1147,12,25,"academic,anthropology,education,history,language,non-fiction,reference,science,writing"
6497501,,Lady Merton,,B000JMLHQU,,,ES,,,,true,37,6497501,13,14,3,0,1910/1/1,Canadian Born,book,2,1,0,0,0,4.67,,,,2,0,Mrs. Humphry Ward,,,,,,6,0,,
6498001,0824023935,Death Under Sail,9780824023935,,,,ES,1977/1/1,Garland,,false,18,2674404,277,549,160,14,1932/1/1,Death Under Sail,book,26,47,63,18,6,3.43,,,"Fifty classics of crime fiction, 1900-1950, #44",0,0,C.P. Snow,,,,,,64,7,4,"british-literature,classics,crime,detective,fiction,mystery,mystery-thriller,thriller"
6498501,0060242612,Blast Off!,9780060242619,,,,ES,1995/2/3,Harpercoll,,false,4,6498501,33,49,14,3,1995/2/28,Blast Off!: Poems About Space (I Can Read Book 3),,3,4,4,3,0,3.50,48,Hardcover,,11,3,Lee Bennett Hopkins,Melissa Sweet,,,,,14,6,,"juvenile,poetry"
6499001,,The Miracle Mineral Supplement of the 21st Century 3rd edtion (Breakthrough: The Miracle Mineral Supplement of the 21st Century),,B001D213KU,,,ES,,,,true,4,8279445,86,112,32,3,2007/8/8,,,9,9,6,5,3,3.50,,,,6,1,Jim V. Humble,,,,,,28,0,21,health
6501001,3540928057,Patch Testing and Prick Testing: A Practical Guide Official Publication of the ICDRG,9783540928058,,,,ES,2009/4/1,Springer,,false,10,11221523,1,0,0,0,2003/8/5,,,0,0,0,0,0,0.00,195,Hardcover,,0,0,"Howard I. Maibach,Jean-Marie Lachapelle",,,,,,1,0,,
6502001,0021886695,Walking The Dogs,9780021886692,,,,ES,,,,false,1,6502001,1,0,0,0,1000/1/1,Walking the Dogs,,0,0,0,0,0,0.00,,,,0,0,Nadia Vegas,,,,,,,0,,
6503001,,World Military and Social Expenditures 1974,,,,,ES,,"World Priorities, Inc.",eng,false,1,6503001,1,5,1,1,1974/1/1,World Military and Social Expenditures 1974,,1,0,0,0,0,5.00,,Paperback,,1,1,Ruth Leger Sivard,,,,,,,0,,
6503501,,The Courting of Susie Brown,,,,,ES,1953/1/1,Falcon,,false,4,6503501,13,25,6,0,1952/1/1,"courting of susie brown, the",book,3,1,2,0,0,4.17,,,,5,0,Erskine Caldwell,,,,,,4,1,,
6504001,1440466378,The Mystery Of Love And The Path Of Prayer,9781440466373,,,,ES,2008/11/20,Createspace,,false,1,6504001,3,8,2,0,2008/11/20,The Mystery of Love and the Path of Prayer,,1,0,1,0,0,4.00,312,Paperback,,2,0,Jean Dalby Clift,,,,,,1,0,,
6505001,,Homer Sees the Queen,,,,,ES,1995/1/1,McGraw-Hill Book Company Inc.,eng,false,1,6505001,3,6,2,0,1995/1/1,Homer Sees the Queen,book,0,0,2,0,0,3.00,153,Hardcover,,2,0,Margaret J. Baker,,,,,,1,0,,
6505501,,Ogilvy on Recession,,,,,ES,,,,false,1,6505501,3,3,1,0,,Ogilvy on Recession,book,0,0,1,0,0,3.00,,,,1,0,"Mather,Ogilvy",,,,,,2,0,,
6506501,0789437287,"LEGO Game Books: Castle Mystery (Puzzle Storybooks, LEGO)",9780789437280,,,,ES,1998/9/15,,,false,1,6506501,9,15,4,0,1998/9/15,"LEGO Game Books: Castle Mystery (Puzzle Storybooks, LEGO)",book,2,0,1,1,0,3.75,32,Paperback,,4,0,Dave Morris,Philip Nicholson,,,,,4,1,,
6507001,,Asal Mula Candi Prambanan (Dongeng Pengantar Tidur) ,,,,,ES,2005/1/1,Karah Agung,ind,false,1,6507001,38,13,4,1,2005/1/1,Asal Mula Candi Prambanan (Dongeng Pengantar Tidur) ,,2,0,0,1,1,3.25,64,Soft Cover,,4,1,Tira Ikranegara,Ir. Anam,,,,,27,0,1,
6507501,0865730318,Fishing Rivers & Streams,9780865730311,,,,ES,1990/5/27,DeCosse Inc.,,false,1,6507501,5,3,1,1,1990/1/1,Fishing Rivers & Streams,book,0,0,1,0,0,3.00,160,Hardcover,,1,1,Dick Sternberg,,,,,,1,0,1,
6509001,0440131022,Green Berets At War: U.S. Army Special Forces in Southeast Asia 1956-1975,9780440131021,,,,ES,1987/6/1,Dell,,false,6,2174763,76,116,34,5,1985/1/1,"The Green Berets at War: U.S. Army Special Forces in Asia, 1956-1975",book,7,10,10,4,3,3.41,396,Mass Market Paperback,,1,0,Shelby L. Stanton,,,,,,23,5,,"history,war"
6509501,1410741311,"Born of Evil, Born to Woe",9781410741318,,,,ES,2003/6/25,Authorhouse,,false,2,6509501,1,2,1,0,2003/6/30,"Born of Evil, Born to Woe",,0,0,0,1,0,2.00,444,Paperback,,1,0,K. Alease White,,,,,,,0,,fantasy
6510001,3540145389,Liqcryst: Liquid Crystal Database,9783540145387,,,,ES,1996/5/28,Springer,,false,1,6510001,0,0,0,0,1996/6/1,Liqcryst: Liquid Crystal Database,,0,0,0,0,0,0.00,45,,,0,0,,,,Volkmar Vill,,,,0,,
6510501,3515092269,Medizinethik im Nationalsozialismus: Entwicklungen und Protagonisten in Berlin (1939 - 1945) (Geschichte und Philosophie der Medizin. History and Philosophy of Medicine) (German Edition),9783515092265,,,,ES,2009/5/25,Franz Steiner Verlag,,false,1,6510501,0,0,0,0,2009/5/25,Medizinethik im Nationalsozialismus: Entwicklungen und Protagonisten in Berlin (1939 - 1945) (Geschichte und Philosophie der Medizin. History and Philosophy of Medicine) (German Edition),,0,0,0,0,0,0.00,225,Hardcover,,0,0,Florian Bruns,,,,,,,0,,
6511501,0884040615,What is Scientology?: Taken from the Works of L. Ron Hubbard,9780884040613,,,,ES,1978/12/31,Bridge Publications (CA),,false,10,580022,323,509,175,5,1978/1/1,What Is Scientology?,book,53,20,21,20,61,2.91,347,Hardcover,,4,0,,,L. Ron Hubbard,,,,101,7,5,"historical-fiction,non-fiction,philosophy,religion,science-fiction,self-help"
6512501,0718013263,"Extreme Teen Bible-NKJV: No Fears, No Regrets, Just a Future with a Promise",9780718013264,,,,ES,2005/10/6,Nelson Bibles,,false,33,1836884,182,328,72,8,2001/10/1,,book,56,6,6,2,2,4.56,1562,Hardcover,NKJV,2,0,Anonymous,,,,,,52,4,18,"christian,fiction,history,literature,mythology,non-fiction,religion,theology,war,young-adult"
6513001,,I Was Kidnapped by Lesbian Pirates from Outer Space v.1 #1,,,,,ES,2008/5/1,Platinum Studio Comics,eng,false,2,6513001,617,859,236,22,2008/1/1,I Was Kidnapped by Lesbian Pirates from Outer Space,periodical,78,51,70,18,19,3.64,32,Mass Market Paperback,,169,20,Megan Rose Gedris,,,,,,327,12,7,"adult,comics,fantasy,fiction,graphic-novels,graphic-novels-comics,lgbt,manga,queer,science-fiction,speculative-fiction"
6513501,0140181415,Doctor Faustus,9780140181418,,,,ES,1992/11/5,Penguin Books,eng,false,184,34440,29058,35570,8726,452,1947/1/1,"Doktor Faustus: Das Leben des deutschen Tonsetzers Adrian Leverkühn, erzählt von einem Freunde",book,3567,3015,1538,455,151,4.08,491,Paperback,Penguin Twentieth-Century Classics,9,3,Thomas Mann,,,,H.T. Lowe-Porter,,17525,134,567,"art,classic-literature,classics,college,drama,european-literature,fantasy,fiction,historical,historical-fiction,history,literary-fiction,literature,modern,modern-classics,music,novels,philosophy,plays,unfinished"
6514501,1568362870,One God Clapping: The Spiritual Path of a Zen Rabbi,9781568362878,,,,ES,1999/8/1,Kodansha,,false,7,308109,227,458,117,13,1999/8/1,One God Clapping: The Spiritual Path of a Zen Rabbi,book,34,52,20,9,2,3.91,320,Hardcover,,6,0,"Alan Lew,Sherril Jaffe",,,,,,80,3,5,"autobiography,biography-memoir,non-fiction,religion,spirituality,theology"
6515001,2877500837,Ma Vie Heureuse,9782877500838,,,,ES,,,,false,2,1161584,24,38,9,1,1995/1/1,My Happy Life: An Autobiography,book,4,3,2,0,0,4.22,,,,1,0,Darius Milhaud,,,,,,14,1,,"biography,music"
6515501,0871298074,To Moscow,9780871298072,,,,ES,,,,false,1,6515501,2,4,2,0,1997/12/1,To Moscow,,0,0,0,2,0,2.00,,,,2,0,Karen Sunde,,,,,,,0,,
6516001,0312291221,Gatekeeper,9780312291228,,,,ES,2002/7/16,St. Martin's Press,,false,9,16944,385,500,131,19,2001/1/1,The Gatekeeper: A Memoir,book,33,52,37,7,2,3.82,192,Hardcover,,2,1,Terry Eagleton,,,,,,209,3,7,"autobiography,biography,biography-memoir,christianity,economics,feminism,fiction,film,memoir,non-fiction,novels,philosophy,politics,religion,social-issues,tragedy"
6516501,033336662X,Shakespeare's Self-Portrait: Passages from His Work,9780333366622,,,,ES,1985/12/31,MacMillan,,false,3,6516501,8,0,0,0,1985/1/1,Shakespeare's Self Portrait: Passages from His Work,,0,0,0,0,0,0.00,6,Paperback,,0,0,William Shakespeare,,,,,,4,0,,
6517501,,"Before the Apocalypse, The Jonah Factor (Before the Apocalypse)",,B0026ICIHW,,,ES,,,,true,2,5255665,5,8,2,1,2008/1/18,"Before the Apocalypse, The Jonah Factor (Before the Apocalypse)",,1,0,1,0,0,4.00,,,,1,0,Kepler Nigh,,,,,,3,0,,christian
6518001,2092755145,Daniel Et Valérie Au Pays Basque,9782092755143,,,,ES,,,,false,1,6518001,1,0,0,0,1980/1/1,Dan.val.au pays basque,,0,0,0,0,0,0.00,,,,0,0,Lise Marin,,,,,,,0,,
6518501,1873410182,"Making Japan Work: The Origins, Education And Training Of The Japanese Salaryman",9781873410189,,,,ES,2004/11/11,Routledge/Curzon,,false,5,3687643,2,6,2,0,2002/1/1,"Making Japan Work: The Origins, Education and Training of the Japanese",,0,0,2,0,0,3.00,143,Hardcover,,0,0,J.E. Thomas,,,,,,,0,,
6519001,8420734144,La guerra de los botones,9788420734149,,,,ES,,,spa,false,87,1432516,3097,6852,1762,55,1912/1/1,La guerre des boutons,book,556,626,439,110,31,3.89,,,,22,2,Louis Pergaud,Joseph Hemard,,,,,496,22,35,"adventure,childrens,classics,fiction,france,humor,novels,school,young-adult"
6519501,0706410874,The Wonderful World Of Nature,9780706410877,,,,ES,,,,false,1,6519501,2,4,1,0,1979/1/1,Wonderful World of Nature,,0,1,0,0,0,4.00,,,,1,0,Maurice Burton,,,,,,,0,,
6520001,0536862222,Nutrition and Applied Science - with CD (Montgomery College Custom),9780536862228,,,,ES,,,,false,1,6520001,2,0,0,0,2004/1/1,Nutrition and Applied Science - with CD (Montgomery College Custom),,0,0,0,0,0,0.00,,,,0,0,Melinda Manore Janice Thompson,,,,,,2,0,,
6520501,,"Eating Fire, Tasting Blood: An Anthology of the American Indian Holocaust",,B0028K2P7G,,,ES,,,,true,2,990898,121,115,28,5,2006/6/21,"Eating Fire, Tasting Blood: An Anthology of the American Inidian Holocaust",book,10,13,3,2,0,4.11,,,,0,0,MariJo Moore,,,,,,85,2,,"anthologies,essays,history,non-fiction"
6521001,0823026507,Latigo Leather,9780823026500,,,,ES,,,,false,2,5445185,1,0,0,0,1976/1/1,Latigo Leather,,0,0,0,0,0,0.00,,,,0,0,Herb Genfan,,,,,,,0,,
6522001,1405507551,The Brutal Art,9781405507554,,,,ES,,Hachette Digital,eng,false,39,2009100,6315,12107,3378,399,2008/4/10,The Genius,book,594,1287,1095,302,100,3.58,,Audio CD,,13,3,Jesse Kellerman,,,,,"Lorelei King,Trevor White",1978,25,111,"adult,american,art,contemporary,crime,detective,drama,fiction,historical-fiction,history,lgbt,mystery,mystery-thriller,novels,suspense,thriller,unfinished"
6523001,8483465507,Hijo de hombre,9788483465509,,,,ES,,DeBolsillo,spa,false,20,349830,799,1257,304,27,1969/1/1,Hijo de hombre,book,133,101,51,16,3,4.13,,,Contemporanea,3,0,Augusto Roa Bastos,,,,,,392,9,19,"classics,contemporary,fiction,historical,history,novels,short-stories"
6523501,,"Portrait in Death (In Death, #16)",,B000OCXJPC,,,ES,2007/3/3,Berkley,en-US,true,63,268604,44017,129158,29473,737,2003/1/1,Portrait in Death,book,15578,10050,3458,307,80,4.38,,,,37,0,J.D. Robb,,,,,,6422,119,567,"action,adult,adult-fiction,chick-lit,contemporary,crime,detective,fantasy,fiction,murder-mystery,mystery,mystery-thriller,romance,science-fiction,suspense,thriller,urban-fantasy"
6524501,2070429695,Psychohistoire en péril I,9782070429691,,,,ES,2004/5/19,Gallimard,,false,1,6524501,30,33,8,0,2001/1/1,Psychohistorical Crisis,book,3,3,2,0,0,4.12,496,Mass Market Paperback,Folio SF,8,0,Donald Kingsbury,,,,Jean-Pierre Pugi,,14,0,1,science-fiction
6525501,0399250956,The Duchess of Whimsy,9780399250958,,,,ES,2009/10/29,Philomel Books,en-US,false,5,6525501,1119,2624,651,138,2009/10/29,The Duchess of Whimsy,book,234,233,159,20,5,4.03,32,Hardcover,,648,137,Randall de Sève,Peter de Sève,,,,,360,23,1,"childrens,fairy-tales,fantasy,fiction,historical-fiction,humor,juvenile,love,picture-books,romance"
6526501,1435205324,Once A Mouse:  A Fable Cut In Wood,9781435205321,,,,ES,,,,false,11,197443,3791,9704,2575,321,1961/1/1,Once a Mouse...,book,726,813,801,184,51,3.77,,,,2,0,Marcia Brown,,,,,,788,9,5,"adventure,animals,childrens,classics,fairy-tales,fantasy,fiction,history,juvenile,magic,mythology,nature,picture-books,realistic-fiction"
6527501,,Arendsoog (Arendsoog #1),,,,,ES,,,nl,false,2,6527501,163,370,101,9,1935/7/1,Arendsoog,book,16,42,36,7,0,3.66,,,,101,9,J. Nowee,,,,,,20,6,1,"action,adventure,fiction,history,juvenile"
6528001,1595409165,Cabbages and Roses,9781595409164,,,,ES,2005/5/1,Sunstar Publishing (IA),,false,2,6528001,0,0,0,0,2003/5/20,Cabbages and Roses,,0,0,0,0,0,0.00,,Hardcover,,0,0,Debby Nothaft,,,Charles Rodney,,,,0,,
6528501,1441801480,Susannah's Garden / Back on Blossom Street / Twenty Wishes: CD Collection,9781441801487,,,,ES,2009/9/29,Brilliance Audio,eng,false,3,6528501,527,951,212,8,2009/9/29,"Debbie Macomber CD Collection: Susannah's Garden, Back on Blossom Street, Twenty Wishes",book,129,62,17,3,1,4.49,,Audio CD,,206,8,Debbie Macomber,,,,,,223,1,1,christian
6529001,0747596328,The Indian Clerk,9780747596325,,,,ES,2009/2/1,,,false,26,210113,3063,4984,1401,244,2007/9/4,The Indian Clerk,book,234,562,409,143,53,3.56,,,,40,7,David Leavitt,,,,,,1247,5,68,"biography,fiction,gay,historical,historical-fiction,history,lgbt,literary-fiction,literature,non-fiction,novels,queer,relationships,science,unfinished"
6531001,1592578357,The Complete Idiot's Guide to Search Engine Optimization,9781592578351,,,,ES,,,,false,3,6531001,29,47,14,3,2009/1/25,The Complete Idiot's Guide to Search Engine Optimization,,2,3,7,2,0,3.36,,,,14,3,Michael Miller,,,,,,11,0,,"reference,technology"
6531501,0578003902,A Guest in All Your Houses,9780578003900,,,,ES,2009/5/22,Word Walker Press,,false,1,6531501,8,27,6,1,2009/5/22,A Guest in All Your Houses,,4,1,1,0,0,4.50,102,Paperback,,6,1,Peter Ludwin,,,,,,1,0,,poetry
6532001,,The Food of a Younger Land: The WPA's Portrait of Food in Pre-World War II America,,B00273BHQE,,,ES,2009/5/14,Riverhead,eng,true,3,5070865,6419,7334,2123,373,2009/5/14,The Food of a Younger Land: The WPA's Portrait of Food in Pre-World War II America,book,352,636,819,257,59,3.45,428,,,56,6,Mark Kurlansky,,,,,,3686,35,141,"american,american-history,anthropology,cookbooks,cooking,essays,family,food,health,historical,history,nature,non-fiction,science,travel,unfinished"
6532501,,Kata,9789791227148,,,,ES,2007/10/1,Bentang,ind,false,1,6532501,21,49,13,2,2007/10/1,Kata,,5,2,4,2,0,3.77,136,Paperback,,13,2,Bakdi Soemanto,,,,,,10,0,,anthologies
6533001,0586041753,"Portals, The",9780586041758,,,,ES,,,,false,1,6533001,4,0,0,0,,"Portals, The",,0,0,0,0,0,0.00,,,,0,0,Edward Andrew Mann,,,,,,1,0,,
6533501,2226191933,"Les Sang-d'Argent  (Les vampires de Manhattan, #3)",9782226191939,,,,ES,2009/6/3,Albin Michel,fre,false,35,2753843,108614,281581,72183,1625,2008/10/31,Revelations,book,25517,21891,18384,4889,1502,3.90,304,Broché,,171,6,Melissa de la Cruz,,,,,,24822,165,408,"angels,chick-lit,contemporary,demons,fantasy,fiction,high-school,horror,love,magic,mystery,paranormal,romance,supernatural,teen,urban-fantasy,vampires,young-adult"
6534501,0387075968,Rechnerorganisation: Hardware Und Software Digitaler Rechner,9780387075969,,,,ES,,,,false,1,6534501,0,0,0,0,,Rechnerorganisation: Hardware und Software digitaler Rechner (Hochschultext) (German Edition),,0,0,0,0,0,0.00,,,,0,0,Hans Liebig,,,,,,,0,,
6535001,1591940591,Ten Real Life Stories,9781591940593,,,,ES,2006/5/31,Townsend Press ,eng,false,1,6535001,52,50,13,4,2006/1/1,Ten Real Life Stories,,1,9,3,0,0,3.85,143,Paperback,,13,4,Various,,,,,,25,1,3,biography
6535501,226508719X,Exodus,9782265087194,,,,ES,,,,false,12,1026168,1254,2621,669,44,2007/1/1,Hellgate: London: Exodus : Hellgate: London,book,226,237,145,47,14,3.92,,,,0,0,Mel Odom,,,,,,390,6,17,"action,adult,fantasy,fiction,horror,novels,post-apocalyptic,science-fiction,science-fiction-fantasy,unfinished,urban-fantasy"
6536501,0333374320,Hamlet By William Shakespeare,9780333374320,,,,ES,1989/1/1,Red Globe Press,,false,2,5914534,85,125,32,1,,"""Hamlet"" by William Shakespeare (Macmillan Master Guides)",,10,12,8,1,1,3.91,96,Paperback,,1,0,Jean R. Brooks,,,,,,34,1,1,fiction
6537001,1847209157,Foreign Policy Challenges in the 21st Century,9781847209153,,,,ES,2009/2/27,Edward Elgar Publishing,,false,1,6537001,0,0,0,0,2009/4/30,Foreign Policy Challenges in the 21st Century,,0,0,0,0,0,0.00,256,Hardcover,,0,0,,,,"Martin Griffiths,Michael Heazle,Tom Conley",,,,0,,
6537501,075521000X,Dark Kin: The Jupiter Game,9780755210008,,,,ES,,,,false,1,6537501,0,0,0,0,2004/4/29,Dark Kin: The Jupiter Game,,0,0,0,0,0,0.00,,,,0,0,Martin Todd,,,,,,,0,,
6540001,,Accidental Death,,B00284B12C,,,ES,,,,true,15,6540001,100,228,74,8,1959/1/1,Accidental Death,book,6,17,31,17,3,3.08,,,,68,5,Peter Baily,,,,,,13,3,1,"fiction,science-fiction,short-stories"
6540501,960325060X,Ο μίμος των φωνών: 104 ιστορίες,,,,,ES,2000/1/1,Άγρα,gre,false,26,162606,1926,3805,995,92,1978/1/1,Der Stimmenimitator,book,260,379,285,63,8,3.82,185,Paperback,,18,1,"Thomas Bernhard,Τόμας Μπέρνχαρντ",,,,Αλέξανδρος Ίσαρης,,668,8,20,"classics,contemporary,european-literature,fiction,funny,literature,novella,novels,poetry,short-stories"
6541501,0439113334,The Disappearing Alphabet,9780439113335,,,,ES,,,,false,7,739888,180,294,79,14,1998/1/1,The Disappearing Alphabet,,24,21,25,6,3,3.72,,,,1,0,Richard Wilbur,,,,,,46,7,,"art,childrens,juvenile,language,picture-books,poetry,writing"
6542001,0880380160,Master Of The Desert Nomads: Dnd Expert Module X4,9780880380164,,,,ES,1983/1/1,TSR,eng,false,3,800229,67,122,33,4,1983/5/1,Master of the Desert Nomads (Dungeons & Dragons module X4),book,6,14,10,3,0,3.70,,,,2,1,David Zeb Cook,,,,,,19,0,1,fantasy
6543501,1906055459,The Emergence of Early Israel in Historical Perspective,9781906055455,,,,ES,2010/2/4,Sheffield Phoenix Press Ltd,,false,3,6543501,14,4,1,0,1987/9/1,The Emergence of Early Israel in Historical Perspective (The Social World of Biblical Antiquity Series),,0,1,0,0,0,4.00,224,Paperback,,1,0,"Keith W. Whitelam,Robert B. Coote",,,,,,10,1,,history
6544001,8449321638,Montaigne y La Filosofía,9788449321634,,,,ES,2009/1/1,Paidós,spa,false,2,6544001,10,17,6,3,2009/1/1,Montaigne y la filosofía,book,0,1,3,2,0,2.83,127,,,5,3,André Comte-Sponville,,,,,,4,0,,
6544501,0415412692,The World Bank and Global Managerialism,9780415412698,,,,ES,2008/1/1,Routledge,,false,2,6544501,2,5,1,0,2007/11/30,The World Bank and Global Managerialism (Routledge Studies in International Business and the World Economy),book,1,0,0,0,0,5.00,208,Hardcover,,1,0,"Murphy Jonathan,Murphy Jonathan",,,,,,,0,,
6545001,3867890676,Crack,9783867890670,,,,ES,2009/1/1,Rotbuch,ger,false,12,845875,1143,2359,654,71,2007/10/1,Slide,book,159,211,183,70,31,3.61,218,Paperback,,4,1,"Jason Starr,Ken Bruen",,,,,,344,16,11,"adult-fiction,crime,detective,fiction,humor,mystery,suspense,thriller"
6546501,,The Polish Tradition: an Interpretation of a Nation,,,,,ES,1939/1/1,Allen & Unwin,,false,1,6546501,1,3,1,0,1939/1/1,The Polish Tradition: an Interpretation of a Nation,,0,0,1,0,0,3.00,215,Hardcover,,1,0,Paul Super,,,,,,,1,,
